NAME,AMOUNT_REQUESTED__C,PROPOSAL_NAME_LONG_VERSION__C,APPLYING_INSTITUTION_NAME__C,AWARD_AMOUNT__C,DATE_CREATED__C,DATE_SUBMITTED__C,GRANT_PERIOD_END__C,GRANT_PERIOD_START__C,PROJECT_DESCRIPTION_PROPOSAL_ABSTRACT__C,ZENN_ID__C,STATUS__C,EXTERNAL_PROPOSAL_ID__C,APPLYING_INSTITUTION__C,PROGRAM_COHORT__C,RECORDTYPEID,PROPOSAL_FUNDER__C
Running Water International - Clean Water. Healthy World,50000,Running Water International - Clean Water. Healthy World,Colorado State University, ,2009-10-08,2009-10-16, , ,"Over 10 percent of the world s population, 884 million people, lack access to safe drinking water. Roughly one child dies every 15 seconds from waterborne diseases, equaling nearly 2 million deaths each year.  Running Water International (RWI) is an enterprise team with the mission to use an enterprise model to bring open source technologies to people affected by the global water challenge.  RWI accomplishes this mission through the manufacture, sale, and maintenance of various water and sanitation products, while addressing the triple bottom-line; people, planet and profit.  RWI ensures financial success by employing a business model that covers internal costs, benefits the environment through such activities as manufacturing products with locally sourced materials, and helps communities by employing local people to implement the business and improving the health of its end customers.  RWI has selected the Central Rift Valley of Kenya as its pilot market, and in June 2009 registered a legal entity, RWI-Maji Salama in Nakuru, a major commercial center within the region.  The central office and manufacturing site for RWI-Maji Salama are located at the Nakuru Youth Polytechnic Institute (NYP) where students assist RWI-Maji Salama staff in the manufacturing process in exchange for technical skills and income.  The pilot product being manufactured at the NYP is the biosand filters (BSF), a household water treatment product appropriate for the pilot market.  Based on the success in Nakuru, in the next year RWI plans to expand to other regions in Kenya and add additional products to its portfolio of offerings.",1006884,Not Accepted,6884-09,0017000001LSVvwAAH,a2C39000002zYtDEAU,01239000000Ap02AAC,The Lemelson Foundation
"Novel Natural Water Filters for Nagcarlan, Philippines",49750,"Novel Natural Water Filters for Nagcarlan, Philippines",Manhattan College, ,2009-10-08,2009-10-16, , ,"The availability of potable water is a continuing problem in the Philippines.  Data from UNICEF shows that only 82% of the people living in rural areas of the country have access to such resources.  Since many people living in these areas have limited income, this portion of the population do not have the means to purify water, or have access to purified drinking water, thus increasing the occurrence of adverse health effects from contaminated drinking water.       We propose addressing this issue by using a two-pronged approach centered on our personal water filtration technology, which uses natural products indigenous to the Philippines.  In the first case, our non-profit company will distribute and maintain the filtration technology for the region of Nagcarlan, Philippines   a disadvantaged area with a contaminated water supply.  In the second case, the company intends to market and commercialize this filtration technology in the United States to help fund the endeavor in the Philippines, and potentially other impoverished areas of the world.      We envision an opportunity for two international teams of faculty and students to collaborate on this problem with goals to:      - Aid entrepreneurially minded engineering graduate students in forming a non-profit start-up.      - Design a low cost personal water purification device using natural materials indigenous to the Philippines.      - Partner with established distribution channels to market these devices in the U.S.      Participating students will benefit from a service learning experience, which will directly apply knowledge gained from lecture into a practical hands-on experience.   ",1006887,Not Accepted,6887-09,0017000001LSWAOAA5,a2C39000002zYtDEAU,01239000000Ap02AAC,The Lemelson Foundation
Design for Resource Limited Settings,50000,Design for Resource Limited Settings,Northwestern University, ,2009-10-12,2009-10-16, , ,"Design for Resource Limited Settings is a cross-disciplinary program that brings together business and engineering acumen to have a positive impact on the world s poor.  The program s structure and framework is designed to train a new generation of social entrepreneurs to understand the needs of the developing world and equip them with tools to create innovative solutions to unmet needs.  The program will consist of both curricular and laboratory components that teach customer-focused design as an integral element of product and business plan development.  The program s objectives are to:    Develop a new generation of social entrepreneurs by teaching the importance of customer-focused design, the unique considerations of entering developing world markets and integrating of the social mission into the business strategy and plan.      Have positive social impact on the lives of customers in the developing world by creating products that meet their specific needs AND get those products into their hands through a well developed business plan.",1006895,Not Accepted,6895-09,0017000001LSVnNAAX,a2C39000002zYtDEAU,01239000000Ap02AAC,The Lemelson Foundation
Development of Affordable Farm Mechanization and Transportation Means for Smallholder Agriculture in the Developing World through Intercollegiate Competitions,50000,Development of Affordable Farm Mechanization and Transportation Means for Smallholder Agriculture in the Developing World through Intercollegiate Competitions,Texas A & M University-Corpus Christi, ,2009-10-07,2009-10-19, , ,"The model of the Basic Utility Vehicle (BUV) competition organized in the USA by the Institute for Affordable Transportation (IAT) will be implemented in Eastern Europe.  Student teams from Romania, Bulgaria and the Republic of Moldova will covert automobiles that are no longer roadworthy into slow moving transport vehicles and agricultural tractors.  Annual itinerary competitions organized the partner universities will be held in these countries.  After each competition, the vehicles that meet the imposed technical and safety requirements will be auctioned to farmers.  The funds thus obtained, augmented with local sponsorship will allow the continuation and expansion of these activities after the Sustainable Vision grant is over.  The best designs that will emerge from these competitions will be publicized in print and on the Internet, accompanied by detailed instructions in several languages.  These instructions will allow mechanically inclined famers from around the developing world to build their own farm transport vehicles, and local entrepreneurs to start small business specialized in automobile tractorization.",1006874,Not Accepted,6874-09,0017000001LSVo7AAH,a2C39000002zYtDEAU,01239000000Ap02AAC,The Lemelson Foundation
Powering the Dissemination of Micropower products in Sub-Saharan Africa,50000,Powering the Dissemination of Micropower products in Sub-Saharan Africa,University of California-Davis, ,2009-09-28,2009-10-16, , ,"For people with no grid connection in Sub-Saharan Africa lighting takes the form of kerosene, candles, or batteries, accounting for up to 40% of household income. Micro-power technologies capable of delivering clean, renewably-based lighting exist, but manufacturers, lacking good market information or supply chains, have failed to meet required performance and price constraints.      In Zambia, 98% of the population has no access to the electrical grid, even though many live in urban and peri-urban areas. In order to meet this need, the UC Davis Program for International Energy Technologies (PIET), with funding from the World Bank, has established a for-profit venture, Lighting the Way Zambia. Lighting the Way is launching the  Smart Light , a modular, low-cost LED/solar lighting technology designed to replace candles or simple kerosene lanterns for a fraction of the running cost. Studies estimate this product to have less than 1/8 of the life-cycle CO2 emissions, while  customers experience a better level of service.       UC Davis PIET employs interdisciplinary graduate student teams to develop and disseminate energy technology appropriate for developing countries utilizing market-based mechanisms. Using this NCIIA Sustainable Vision grant these student teams will work with Lighting the Way partners to:        Support Lighting the Way s efforts to expand dissemination of the  Smart Light  in Zambia and other African markets.        Incorporate design innovations into the existing  Smart Light  to lower cost, reduce waste, and increase performance.        Condense lessons learned from this venture into written case studies and make them available to other institutions.   ",1006841,Not Accepted,6841-09,0017000001LSVutAAH,a2C39000002zYtDEAU,01239000000Ap02AAC,The Lemelson Foundation
Low Cost Cement Replacement Using Corn Ash for Masonry Mortar in Sub-Saharan Africa,48069,Low Cost Cement Replacement Using Corn Ash for Masonry Mortar in Sub-Saharan Africa,University of Missouri-Kansas City, ,2009-10-02,2009-10-16, , ,"Cement is expensive and developing countries struggle obtaining cement to produce mortar for basic masonry structures. Some recent investigations into low-cost cement replacement for developing countries have included wood saw dust ash, locally available clays, and limestone fines from crushing operations. These materials serve to stretch the cement supply, but sacrifice long-term strength and durability. Preliminary research has shown that ash produced from burning corn residue (stalks, husks, and cobs) has the potential to beneficially supplement available cementitious materials. Corn ash can be a source of food, source of energy, and become a durable building material. Investigating corn ash as a cost-effective solution may help to improve the standard of living of corn growing developing countries, such as Sub-Saharan Africa.   Using chemical, microscopic, and thermal analysis techniques, corn husk ash has been shown as a viable replacement for some cement in masonry mortar when produced in laboratory conditions. The objectives of this research are to transition corn ash production from laboratory techniques to the field by investigating rudimentary kiln for quality ash production to supplement masonry mortar. Upon completion of the controlled field tests additional field testing and technology transfer will be performed in conjunction with the Building and Road Research Institute of Ghana.    ",1006861,Not Accepted,6861-09,0017000001LSVslAAH,a2C39000002zYtDEAU,01239000000Ap02AAC,The Lemelson Foundation
Hydrokinetic Power Generation for Rural Ghana,46305,Hydrokinetic Power Generation for Rural Ghana,University of Pittsburgh-Pittsburgh Campus, ,2009-10-13,2009-10-16, , ,"The Mascaro Center for Sustainable Innovation at the University of Pittsburgh is forming a partnership with Kwame Nkrumah University of Science and Technology (KNUST) in Kumasi, Ghana, to address energy access in rural regions. Less than half of Ghana s overall population (mostly those in urban areas) has access to electricity. Often in regions where modern energy is not available, kerosene lamps, for example, are used for indoor lighting. This provides harmful emissions leading to poor respiratory effects. There are also other economic, social, and environmental consequences due to lack of access to energy.   A student team has been formed to implement micro-hydrokinetic turbines in streams to provide a low impact, robust energy source for a rural community. Such a system lends itself to simple design which has ease of maintenance and can be used as a stand-alone power system (SAPS).    The goal of this collaboration is to improve the lives of rural people who live on less than 1 US dollar per day, especially poor women and children, through the provision of modern energy. The goal will be accomplished by:     Selecting the most appropriate site from terrain and river flow data in addition to societal considerations;     Implementing a micro-hydrokinetic turbine design based on previous modeling and testing; and     Creation of a full business model including manufacturing using locally available materials. This includes knowledge dissemination to foster the further development of the technology within the region, providing income to the local community.    ",1006902,Not Accepted,6902-09,0017000001MBMT1AAP,a2C39000002zYtDEAU,01239000000Ap02AAC,The Lemelson Foundation
Energy Nucleation Site Model for Ugandan Community Development,47880,Energy Nucleation Site Model for Ugandan Community Development,University of Rochester, ,2009-09-30,2009-10-14, , ,"This proposal uses a clustered nucleation site approach to develop and test a small-scale hybrid alternative energy system.  It provides an opportunity for student involvement in meeting the developing world s energy needs.  International energy development efforts have largely followed two divergent models:  large, national-scale energy projects (approaching the billion dollar level) or micro-scale investment aimed at assisting individuals or households.  An alternative approach is to develop projects at a community level.  This approach utilizes local energy sources to address the basic energy needs of a community.  Focusing on energy within a 'nucleus' optimizes development by providing for the immediate needs of a community, while fostering local technical entrepreneurship. It provides access to energy so critical to development, while promoting sustainable growth.  The proposed project will focus on the Kagando Rural Development Center in western Uganda -- a community of 2000 residents.  The medical services, agricultural and water projects, and social services of Kagando impact another 150,000 people in the vicinity.      This proposal will:          * Engage students in implementing and testing a nucleation site model at Kagando Rural Development Center, providing a sustainable energy base to further its medical, educational and community development mission       * Promote local technical entrepreneurship to create decentralized energy projects to address critical needs, including clean water, poverty alleviation, healthcare, and curbing environmental degradation       * Optimize investment by applying a portion of Kagando's energy cost savings toward the next nucleation site project   ",1006852,Not Accepted,6852-09,0017000001LSW1fAAH,a2C39000002zYtDEAU,01239000000Ap02AAC,The Lemelson Foundation
Using Green Chemistry for Removing Contaminants from Drinking Water,50000,Using Green Chemistry for Removing Contaminants from Drinking Water,University of South Florida, ,2009-10-09,2009-10-20, , ,"The goals of this research project are to:    1) design a benign and sustainable water purification technology based on cactus mucilage, derived from the Nopal cactus, by a interdisciplinary, international team, and    2) deploy the optimized design in rural and underdeveloped communities in Mexico, where drinking water supplies are contaminated with bacteria, sediments, toxic metals, where the Nopal cactus is readily available and amenable to sustainable agriculture, and where access to conventional technologies is limited.        Mucilage extracted from the Nopal cactus has been demonstrated as a flocculant to remove turbidity, metals and microbes from drinking water. Preliminary work carried out by this team indicates that cactus mucilage is also effective in the removal of arsenic, simple bacteria, and particulates from water.  Its removal efficiency, low cost, abundance in the targeted Mexican communities, and ease of use make Nopal cactus mucilage an ideal candidate for developing an environmentally, economically, and socially sustainable water purification technology.",1006888,Not Accepted,6888-09,0017000001LSVsJAAX,a2C39000002zYtDEAU,01239000000Ap02AAC,The Lemelson Foundation
Proof of Concept-Developing a Solar Powered Electric Bike Sharing System,50000,Proof of Concept-Developing a Solar Powered Electric Bike Sharing System,The University of Tennessee, ,2009-10-13,2009-10-19, , ,"Bicycle sharing systems and electric bikes are simultaneously emerging as important concepts and technologies toward a more sustainable transportation future. While these concepts and technologies are maturing, little research has been done about the role they play in the US transportation system. This equipment grant will allow for the development of a Proof of Concept test on UT campus, developing the initial infrastructure to prove the viability of a solar powered electric bike sharing system on college campuses and beyond.",1006905,Not Accepted,6905-09,0017000001LSVnyAAH,a2C39000002zYtDEAU,01239000000Ap02AAC,The Lemelson Foundation
