NAME,AMOUNT_REQUESTED__C,PROPOSAL_NAME_LONG_VERSION__C,APPLYING_INSTITUTION_NAME__C,AWARD_AMOUNT__C,DATE_CREATED__C,DATE_SUBMITTED__C,GRANT_PERIOD_END__C,GRANT_PERIOD_START__C,PROJECT_DESCRIPTION_PROPOSAL_ABSTRACT__C,ZENN_ID__C,STATUS__C,EXTERNAL_PROPOSAL_ID__C,APPLYING_INSTITUTION__C,PROGRAM_COHORT__C,RECORDTYPEID,PROPOSAL_FUNDER__C
Smart UV Systems for Urban Clean Water,49998,Smart UV Systems for Urban Clean Water,University of Colorado at Boulder, ,2011-10-10,2011-10-14, , ,"In developing communities all over the world, clean drinking water is limited. While most interventions focus on rural communities, urban dwellers are often overlooked. Most residents in the city of Kigali, Rwanda have access to water through household connections, but water treatment consistency and chlorine levels in the distribution system fluctuate dangerously, so the water is not always adequately disinfected. Researchers at the University of Colorado have developed an ultraviolet (UV) disinfection point-of-use system using materials widely available in most parts of the world and simple construction techniques. The system is designed to disinfect water in the home with a low-wattage, low-pressure UV bulb, a proven technology for inactivating pathogens. This system has been tested and can deliver a UV dose necessary for more than 99.99% reduction in bacteria, virus and protozoan pathogens.  The acceptability and sustainability of this UV disinfection product must be proven in a market study and field trial.  Working with a team of graduate environmental engineering and business students, this project aims to: (1) verify the UV system using waters native to Rwanda; (2) gather market-based data to determine willingness to pay; (3) develop a feasibility study, and subsequent business model to market the UV system to communities in Kigali, Rwanda; and (4) field test the UV units in select households in Kigali. The goal of the project is provide a valuable product that will provide Kigali residents with reliable, clean drinking water, while creating sustainable, local business opportunities in manufacturing, marketing and maintaining the systems.",1008966,Invited Resubmit,8966-11,0017000001LSW2dAAH,a2C39000002zYtIEAU,01239000000Ap02AAC,The Lemelson Foundation
Solar-thermal powered autoclave for medical instrument sterilization in remote and off-grid regions of developing countries,47723,Solar-thermal powered autoclave for medical instrument sterilization in remote and off-grid regions of developing countries,Rice University, ,2011-10-10,2011-10-14, , ,"The purpose of this Sustainable Vision grant proposal is to optimize and commercialize a solar-thermal system that supports the sterilization of medical instruments in remote and off-grid regions of developing countries.  This proposal is conducted by a multidisciplinary team of researchers and students from engineering, business, and anthropology at Rice University.  Our project introduces a new way of producing energy to run a thermal autoclave for wet sterilization.  The goal is to reduce or eliminate medical instrument contamination, leading to improvements in the quality of medical services for the over 1 billion people living in such settings.  Our solar-thermal system aims at serving this enormous set of users and offers a lucrative commercialization opportunity.",1008968,Not Accepted,8968-11,0017000001LSW8HAAX,a2C39000002zYtIEAU,01239000000Ap02AAC,The Lemelson Foundation
Interlocking Compressed Earth Block Buildings: Low-Cost Earthquake Resistant Construction Using Indigenous Materials (Earth2Block),49683,Interlocking Compressed Earth Block Buildings: Low-Cost Earthquake Resistant Construction Using Indigenous Materials (Earth2Block),California Polytechnic State University-San Luis Obispo,46983,2011-10-10,2011-10-17,2014-12-31,2012-02-01,"The team from the California Polytechnic State University (Cal Poly) proposes to partner with the Center for Vocational Building Technology (CVBT) in Thailand to promote the commercialization of interlocking compressed earth block (ICEB) technology as a viable construction system in seismically active developing countries.  ICEBs made with the CVBT s block press result in low-cost and environmentally sustainable construction material because the primary constituent is indigenous soil with minimal cement for stabilization.  Producing and constructing with ICEBs are easily accomplished using local unskilled labor.  With support from this grant, the team will develop structural design and construction manuals based on existing understanding of seismic performance of ICEB buildings obtained from experimental work at Cal Poly.  The grant will support two trips to Thailand and Indonesia: one to strengthen contacts and incorporate typical construction practices from the targeted regions and another during construction of a prototype structure following the team s design and construction manual.  CVBT s business model combines a revolving fund with income from training courses and sales of equipment.  The proposed work is expected to achieve the following objectives:     Improve the life quality for people living in developing countries by promoting a method for constructing affordable and earthquake resistant housing.     Enhance the economic, social, and environmental sustainability by providing a housing system which creates jobs for the local population and building a clean energy economy.     Leverage our knowledge of ICEB structural performance to expand the market where safe ICEB structures can be built in regions of moderate and high seismicity.     ",1008969,Funded,8969-11,0017000001LSVoGAAX,a2C39000002zYtIEAU,01239000000Ap02AAC,The Lemelson Foundation
Scaling Medical Devices in African Markets (Brilliance follow on),50000,Scaling Medical Devices in African Markets (Brilliance follow on),Stanford University,39677,2011-10-10,2011-10-14,2013-08-31,2012-02-01,"For market-driven social venture products to be economically-sustainable and capable of scalable impact, they are dependent on a well-functioning private sector.  Many markets, like those in Sub-Saharan Africa, where the potential for social impact is the greatest, are riddled with inefficiencies and access to capital.  A cross-disciplinary team of Stanford and Northwestern s Kellogg School of Management (Kellogg) students and faculty will collaborate with the non-profit D-Rev to research the medical device markets in East and Southern Africa. We seek to understand medical device distribution channels, as well as how sales, marketing, and maintenance happen   or do not.       As a test case, we will use Brilliance, an affordable world-class phototherapy device, developed in part with support from an earlier NCIIA grant.  With this proposed grant, we aim to understand the requirements for launching a medical product in Africa and launch Brilliance in one country/region.  We propose to:     Research medical device markets in Zambia, Kenya, and Mozambique.  We will conduct due diligence on the healthcare systems, and delineate channels and players.  We selected these countries based on team members  experiences there.     Pilot launch in one region.  We will, if necessary, iterate the product for the selected market.     Provide an engaging multidisciplinary educational experience for two teams of 2-4 Kellogg and Stanford graduate students.  Kellogg MBA students will lead the market research, and Stanford engineering students will lead any redesign.      We will also broadly disseminate our research, experiences, and lessons learned to support other medical social enterprises for Africa.      ",1008970,Funded,8970-11,0017000001LSVwpAAH,a2C39000002zYtIEAU,01239000000Ap02AAC,The Lemelson Foundation
Injerama: Social Entrepreneurship for Sustainable Development in Ethiopia (NutrAfrica),50000,Injerama: Social Entrepreneurship for Sustainable Development in Ethiopia (NutrAfrica),Pennsylvania State University-Main Campus,51200,2011-10-10,2011-10-14,2013-08-31,2012-02-01,"Injerama is conceived as a public-private partnership to address the Millennium Development Goals in Ethiopia through social entrepreneurship. Agriculture is the most important sector of Ethiopia s economy, but while Ethiopia has given agriculture top priority it remains one of the ten most impoverished nations, with much of the population food insecure. Injera, a spongy sourdough flat bread made from t ef is the staple of every Ethiopian meal and cooked over an open fire, which has resulted in severe deforestation and poor respiratory health. This project addresses environmental sustainability and the health of women and children by eliminating the need to use wood for fuel to cook injera. Injera production will be commercialized using sustainable energy sources. The cost of injera will be reduced while the nutritional quality will be improved through product formulation and scaled production. A 2010 IFPRI report calls for meeting the first Millennium Development Goal  Through Business as Unusual,  a model that calls for greater involvement of the private sector for sustainable development. The key partners are Penn State University, African Climate Exchange and Organization for Rehabilitation and Development in Amhara. The project will reduce poverty through employment in manufacturing and distribution. Proposal objectives:   Complete design and scale-up of prototype injera-making machine   Scale up the injera fermentation process   Develop and initiate a course in Food Product and Process Design for African Markets at PSU",1008971,Funded,8971-11,0017000001MBMSkAAP,a2C39000002zYtIEAU,01239000000Ap02AAC,The Lemelson Foundation
Floating Emergency & Urgent Care Center,50000,Floating Emergency & Urgent Care Center,Mercer University, ,2011-10-10,2011-10-19, , ,"Quality health care service is scarce in river areas like communities surrounding Phung-Hiep and Thi Xa Nga-Bay, where the population is about 271,113.  Patients have to take about 8-28 hours by motor boat to get to a closest clinic in Phung-Hiep clinic.   It is a very small clinic operated by one staff, one physician, and three physician assistants.  There are no operating rooms and advanced equipment for emergency medicine. Last year, survival rate of patients from this area was 33.7% after they were transported to local hospitals in CanTho.  The survival rate could be much higher if there is an advanced emergency center closer to the local community.   To provide quality health care to these areas, our team is developing a ""Floating Emergency and Urgent Care Center  with supporting from cell phone technology via text message, the FEUCC physicians and nurses will respond to patient's text message or a call regarding treatment and/or ask patients to rush to the FEUCC for emergency care.       This proposal requests funding from NCIIA for setting up the FEUCC which includes equipments, material, supplies, and travel expenses for the project team.     Phung Hiep's Mayor promised to provide funding for buying, and maintaining the boat for project team if the PI signed a contract to develop the FEUCC in Thi Xa Nga Bay and Phung-Hiep.     FEUCC team members, and investors invest money for developing the first FEUCC, this investment will be used to pay the salary for FEUCC s staff in the first year.   ",1008972,Not Accepted,8972-11,0017000001LSVzxAAH,a2C39000002zYtIEAU,01239000000Ap02AAC,The Lemelson Foundation
"Energy, Entrepreneurship, and Emerging Markets Fellowship",49425,"Energy, Entrepreneurship, and Emerging Markets Fellowship",University of Pennsylvania, ,2011-10-10,2011-10-19, , ,"One Degree Solar (ODS) addresses the lack of electricity for 580 million sub-Saharan Africa citizens with clean, affordable solar power solutions. Recognizing that energy is closely linked to productivity, as well as economic, educational and environmental outcomes, ODS strives to reach Bottom of the Pyramid (BOP) households off the electricity grid with solar home systems and multifunction lanterns that charge lights, mobile phones, radios and fans, among other things.      Through a partnership with the Wharton Field Application Project, One Degree Solar aims to achieve the following with the Sustainable Vision grant:   -   Institutional Partnership: Engage graduate and undergraduate students across various fields (business, engineering, design, international development, environmental studies, etc) in interdisciplinary teams to bring solar energy to Africa. Students will receive course credit through Wharton s Field Application Project, providing them the opportunity to tackle this issue in both the US and Africa with institutional support.   -   Market Penetration: Continue to optimize existing products and introduce new products to meet the diverse needs of poor BOP. ODS aims to change 700,000 lives by solidifying existing partnerships and establishing new ones with NGO s, SME s, education programs and government institutions.   -   Sustainable Change: Pioneer BOP service and after-sales support models through the development of a comprehensive Mobile Care program. By encouraging customers to register their cell phone numbers upon purchase, ODS will establish a two-way stream of customer engagement. This will enhance customer satisfaction and lead to higher retention rates and word-of-mouth promotion.",1008974,Not Accepted,8974-11,0017000001LSVpiAAH,a2C39000002zYtIEAU,01239000000Ap02AAC,The Lemelson Foundation
International Rammed Earth Housing Project,49475,International Rammed Earth Housing Project,University of Colorado at Colorado Springs, ,2011-10-10,2011-10-18, , ,"Earthen materials in general and rammed earth in particular have been used for construction since time immemorial. Some earthen structures built centuries ago are still performing satisfactorily today. Rammed earth construction entails the compaction of soil consisting of a mixture of clay and loose grains to create structural elements, most commonly walls. Rammed earth construction is appealing for many reasons, including the use of building materials resident at the building site (the soil) and the significant insulating properties of the earthen walls. The primary impediment to large scale adoption of this construction technique is the cost of labor, as construction of rammed earth structures is labor intensive. It is ideal, however, as a construction option in many parts of the world where traditional construction materials are scarce and shelter is desperately needed. Proposed herein is the design, construction, and testing of a self-contained rammed earth construction kit that can be easily transported anywhere in the world and used in the construction of numerous structures in developing areas using as the primary building material, the local soil. A senior design team from the Department of Mechanical and Aerospace Engineering at the University of Colorado at Colorado Springs will take on this design effort as partial fulfillment of the requirements of their senior design program. Upon completion of this initial design effort, a full-scale prototype will be constructed and tested, and a pilot construction project in partnership with Habitat for Humanity International will be initiated.",1008975,Not Accepted,8975-11,0017000001LSVo8AAH,a2C39000002zYtIEAU,01239000000Ap02AAC,The Lemelson Foundation
Community-Based Mobility Hand Cycle and Maternity Delivery Bed Sustainable Bamboo Development Project,49980,Community-Based Mobility Hand Cycle and Maternity Delivery Bed Sustainable Bamboo Development Project,Arizona State University at the Polytechnic Campus, ,2011-10-11,2011-10-18, , ,"The ASU Bioengineering Program and partner Sustainable Resources, Ltd request NCIIA resources to execute a hands-on design transfer and subsequent manufacturability of two sustainable technologies to our Kenyan international educational partners (Bondo University College and St Joseph s Technical Institute for the Deaf). With ASU supply chain collaborator and Kenyan liaison, these universally designed technologies will be guided through reliable distribution networks of supply chain business partners. Together, this multinational effort seeks to significantly improve maternal and child health, as well as, the quality of life of millions of disabled people with novel rehabilitation technologies in low resource settings in Kenya and elsewhere in Africa.       Our initial effort is to transfer a first of a kind bamboo delivery bed and an innovative mobility rehabilitation technology developed by bioengineering design teams at ASU that is believed to lend well to community-based adoption of universally sustainable technologies that can be developed by students and teachers of local Kenyan learning institutions. In doing so, a sustainable, skilled workforce will be created having foundation of STEM education delivered in these African education centers. These novel health care technologies are envisioned to offer diverse entrepreneurial opportunities and empower diverse groups of once disabled and disadvantaged people in Africa in low resource settings in the world.    Objectives    Develop Partnerships with Kenyan Non-Profit Learning Institutions and     Designated For Profit Private Sectors    Improve the Quality of Life and Provide New Business Opportunities for the    Once Disabled and Disadvantaged Living in Poverty   Enhance STEM Education in K-16 African Schools          ",1008976,Invited Resubmit,8976-11,0017000001LSVtoAAH,a2C39000002zYtIEAU,01239000000Ap02AAC,The Lemelson Foundation
Novel Plant-Made Rabies Vaccine for Use in the Developing World,49210,Novel Plant-Made Rabies Vaccine for Use in the Developing World,University of California-Davis, ,2011-10-11,2011-10-14, , ,"Plant cell culture is becoming an advantageous alternative to genetically modified E. coli, mammalian cell cultures, or transgenic plants or animals for the large-scale commercial production of recombinant proteins.  Some advantages of using transgenic plant cells for production of biologics are low raw material/energy costs, post-translational modifications capabilities, pathogen-free serum, and simplified purification of stable, proteins. We have previously used this system to express and secrete high levels of functional recombinant human blood protein (alpha-1-antitrypsin) using engineered rice cell cultures. The goal of this project is to express another therapeutic protein required for a novel rabies subunit vaccine. Rabies infection of humans and animals is a global problem that places great economic and health burdens on developing and low-income countries. Rabies vaccine is required for both pre- and post-exposure vaccination; however, its high cost makes it prohibitively expensive for use in the developing world. Without treatment, rabies is considered 100% fatal. The aim of this project is to produce a novel rabies vaccine to address the economic disparity crucial to reducing the global burden of rabies.       Objectives:   (1)  Use previously demonstrated rice cell culture technology to achieve rabies virus G protein expression on a laboratory scale for human and animal vaccines.     (2) Generate technological know-how for process development and protein purification to achieve vaccine prototype production in 18 months.   (3)  Perform a cost of goods and intellectual property analysis surrounding the technology to ensure maximum freedom to operate.          ",1008978,Not Accepted,8978-11,0017000001LSVutAAH,a2C39000002zYtIEAU,01239000000Ap02AAC,The Lemelson Foundation
Commodity Indexing for Rural Commerce,50000,Commodity Indexing for Rural Commerce,University of Colorado at Boulder, ,2011-10-11,2011-10-17, , ,"This proposal discusses a new market application that may be added on to  dedicated  rural wireless networks. The application supplies market information, for a fee, to local farmers and merchants who face price volatility yet have little or no communications system access. The application will be tested on a UN-built Wi-Fi long distance health network on the Napo River in Loreto, Peru. Currently, producers along the Napo are geographically and digitally isolated. They must depend on river transport for access to goods, people, and information. Expensive satellite phone technology is one of the few ways that people upstream get real-time commodity price information in larger local markets such as Iquitos. Time and money are often wasted on expensive communications and unprofitable trips to market. Fees will be used to pay for important economic information to be entered into a database and relayed using Voice Over Internet Protocol and Interactive Voice Response to local producers. The application includes a touch-tone auditory interface that merchants use to receive information and the central server and interface for entering information in Iquitos. By allowing merchants to obtain information immediately and independently, there will be improvements to economic activity, market efficiency, and business transparency in the region. The objectives of our proposal are the following:      Increase economic activity, efficiency and transparency in the region      Use existing infrastructure to sell market information to stakeholders and merchants      Improve ease of access to VoIP technology for local use while innovating on IVR technology for market use",1008980,Invited Resubmit,8980-11,0017000001LSW2dAAH,a2C39000002zYtIEAU,01239000000Ap02AAC,The Lemelson Foundation
Needs-Based Biomedical Device Innovation and Training Partnerships with Resource Poor Communities in Tanzania as a Model for Sustainable Biomedical Industry Development,50000,Needs-Based Biomedical Device Innovation and Training Partnerships with Resource Poor Communities in Tanzania as a Model for Sustainable Biomedical Industry Development,Clemson University, ,2011-10-11,2011-10-17, , ,"We propose a multidisciplinary collaboration to identify, design, deploy and sustain the production of needs-based biomedical devices in rural Tanzania.  In this effort, we propose:     The formalization of a biomedical device design partnership between a university bioengineering program with significant student involvement, an established non-profit with a successful medical training program in rural Tanzania, a university international business school to mentor small business entrepreneurship, and a medical university global health initiative providing physician support and epidemiologic assessment expertise     The iterative completion of a product design cycle that focuses on clinical needs assessments for low-cost, sustainable biomedical products to be manufactured and used in resource poor healthcare areas     The facilitation of a sustainable biomedical product development business model, through the coordinated development of local entrepreneurship, sustainable local manufacture, user training and repair of these biomedical devices   The first platform technology that this partnership will establish is a simple, low-cost monitoring and warming system for hypothermic infants.  Initially established with our rural Tanzanian hospital partner, this product will promote mother-baby self-sufficiency, increase local health care capacity, advance local biomedical industry development and has recognized high demand nationally. An initial prototype unit has undergone hospital evaluation, been produced with locally available parts and resources, and matched with the expertise of local entrepreneurs. Award funds will be used to support faculty and engineering and business school student efforts to finalize designs, establish a local business, develop training and device repair modules, secure regulatory approvals build local capacity and evaluate program outcomes.",1008981,Invited Resubmit,8981-11,0017000001LSVqGAAX,a2C39000002zYtIEAU,01239000000Ap02AAC,The Lemelson Foundation
Residential Scale Solar Thermal Power Generation,39582,Residential Scale Solar Thermal Power Generation,Santa Clara University, ,2011-10-12,2011-10-14, , ,"Growing demand for distributed power generation from sustainable energy sources in indigent communities calls for an economically viable small-scale power generation system. Among various approaches, concentrated solar thermal energy is promising due to abundance in energy source and high efficiency. However, existing systems require large areas to achieve sufficient conversion efficiency for the cost of the system. In this proposal, we propose an innovative design of an integrated solar receiver/heat exchanger, made of silicon carbide, as the core of a solar thermal Brayton system with the capability to achieve higher operating temperatures and lower fabrication costs than current receivers. The superior thermal properties of the silicon carbide receiver ensure efficient heat transfer and solar energy harvest. Along with the design of a new integrated absorber/heat exchanger, we will investigate a thermal storage element that exploits phase change materials. In order to generate power when the sun is not available or to reduce the time to initiate power generation, efficient thermal storage is necessary. Lastly, the schematic to scavenge parasitic waste heat from the Brayton engine will be explored. Such waste heat can be recovered for space heating or domestic hot water, which will further enhance the overall efficiency. To summarize, the proposed system aims to provide a residential scale solar thermal power generation system in the remote area or underdeveloped countries, with following three technical objectives.   - Design an integrated receiver/heat exchanger    - Develop an efficient thermal storage using phase change materials   - Scavenge waste heat from Brayton engine   ",1008984,Not Accepted,8984-11,0017000001LSW9fAAH,a2C39000002zYtIEAU,01239000000Ap02AAC,The Lemelson Foundation
"Pioneering Clean Cookstoves: Implications for Women's Health, Global Warming and Forest Loss",49940,"Pioneering Clean Cookstoves: Implications for Women's Health, Global Warming and Forest Loss",University of Denver, ,2011-10-12,2011-10-13, , ,"More than a century after the introduction of electric power transmission, almost three billion people still rely on biomass fuels to meet their energy needs. This renewable fuel, when used in unvented and inefficient cooking stoves, results in disastrous consequences for human health and global warming. These negative outcomes have led governmental and non-governmental organizations (NGOs) to push for improved wood-burning stoves and cleaner-burning, but non-renewable, alternatives like liquefied petroleum gas (LPG).  Indeed, the Global Alliance for Clean Cookstoves (GACC), launched in September 2010, intends to provide 100 million households with clean cookstoves by 2020.   However, there lacks detailed information about biomass use around the world, agencies affiliated with the GACC want to fund research to ensure that new cookstoves are culturally acceptable, widely disseminated, affordable, and actually reduce emissions.  Our interdisciplinary team intends to address many of the challenges posed by the laudable goal of the GACC including:      Expand the use of cleaner biomass cookstoves in Guatemala.      Conduct detailed household surveys about how biomass and in particular wood is collected, used, and perceived; this will provide needed information for the successful and sustainable use of cleaner stoves.      Once baseline a better understanding of the uses and behaviors associated with the cookstoves is gained, we will draft policy in collaboration with the local universities, NGOs and the governmental ministries to: (a) create incentives for users; (b) ensure that cookstoves remain cost effective; (c) encourage a regulatory body that will monitor emission standards.    ",1008986,Not Accepted,8986-11,0017000001LSVv0AAH,a2C39000002zYtIEAU,01239000000Ap02AAC,The Lemelson Foundation
Identification of a Sustainable Model for the Production and Distribution of Yam Flour,49848,Identification of a Sustainable Model for the Production and Distribution of Yam Flour,"University of St Thomas (Saint Paul, Minnesota)", ,2011-10-13,2011-10-17, , ,"Yams are native to warmer regions of both hemispheres, particularly Africa, the West Indies, and parts of Asia, South and Central America. They are the second most important root/tuber crop in Africa and higher in protein, vitamins A and C, phosphorus and potassium than other crops in this category. A significant increase in yam flour production can improve food security, develop sustainable agriculture and improve local economies. Small enterprise flour production would be an innovation which would benefit farmers and local producers because large amounts of lesser quality yams spoil. Three organizations propose to collaborate with Ghanaian communities to introduce robust manual post-harvesting equipment with a locally appropriate business model and production scale. University of St. Thomas students in geography, business, and engineering will work together with members of the Farmer Training Centre in Bolgatanga Ghana, a non-governmental organization committed to ensuring sustainable livelihood and food security in Northern Ghana, and with the Department of Agricultural Economics and Extension at the University for Development Studies in Tamale, Ghana, that seeks to promote agriculture-based micro-enterprises. Primary objectives of the proposal:      UST geography students will map local yam production capacity and service areas, while  business students identify current value chain and market pricing, establish target retail price points, and develop a community-based business model.        UST Engineering students will examine optimal processing alternatives and develop, improve, and test yam processing equipment.       FTC and UDS personnel will plan to scale and disseminate the basic technology for non-cereal flour production.   ",1008990,Invited Resubmit,8990-11,0017000001MBMGHAA5,a2C39000002zYtIEAU,01239000000Ap02AAC,The Lemelson Foundation
Bolivia Bridge Project,25000,Bolivia Bridge Project,Washington State University, ,2011-10-13,2011-10-17, , ,Engineers Without Borders at Washington State University has been partnered with the non-profit organization Bridges to Prosperity to design and build suspension footbridges in third world countries. EWB@WSU has already designed and constructed two bridges in both Chile and El Salvador. We are currently seeking funds to design and build another bridge in a rural community in Bolivia.,1008991,Not Accepted,8991-11,0017000001LSVs1AAH,a2C39000002zYtIEAU,01239000000Ap02AAC,The Lemelson Foundation
Enhancing Technology Competence of Historically Disadvantaged Entrepreneurs in South Africa (ETCE),48500,Enhancing Technology Competence of Historically Disadvantaged Entrepreneurs in South Africa (ETCE),Oklahoma State University-Main Campus, ,2011-10-13,2011-10-14, , ,"Oklahoma State University annually manages the Entrepreneurship Empowerment in South Africa (EESA) Program in poverty-stricken townships surrounding Cape Town, South Africa.  The program employs a creative approach to supporting survival and growth of ventures owned by historically disadvantaged entrepreneurs. We strive to make these ventures sustainable through hands-on consulting engagements by motivated, talented students, backed by a team of faculty members. A unique set of tools, models, cases and conceptual approaches have been developed to support the engagements. Twenty-five U.S. students join fifteen South African students for six weeks in working intensely with these entrepreneurs. Many of these entrepreneurs are involved in businesses that sell undifferentiated products or services, with low market entry barriers, where competition is intense, markets are relatively saturated, and price is often the basis for competing. Sixteen entrepreneurs are carefully selected based on interviews conducted with a pool of seventy ventures.  A notable skill gap among these entrepreneurs, and one that is especially vital for the sustainability of these ventures, is technological literacy and technology integration. Support is requested in the form of a three-year grant to enhance the EESA Program with an innovative, structured and systematic approach to improving technological literacy among these entrepreneurs, and integrating technology into their ventures. The initiative includes four major components and a tracking system to monitor technology integration.",1008993,Not Accepted,8993-11,0017000001MBMR1AAP,a2C39000002zYtIEAU,01239000000Ap02AAC,The Lemelson Foundation
Sustainable Clean Water System,48458,Sustainable Clean Water System,Santa Clara University, ,2011-10-13,2011-10-17, , ,"A water purification system is proposed for delivering clean drinking water. The system takes in seawater and distills it into fresh drinking water. This system will be new, sustainable and designed based on an affordable technology. The proposed system will provide long-term, low-cost high quality drinking water to augment available resources in urban communities or to other communities whom otherwise do not have access to clean water. This system will also be portable, scalable, low maintenance and environmentally friendly since it will be designed to run fully on solar power. With no external electrical power input, the system can be located in remote regions around the globe where electrical power might be expensive or not available at all. Phase I (year one) of the project will utilize off the shelf components for testing and verifications. Individual components will be redesigned and optimized during phase II (year two) of this project. The estimated cost for fully assembled system will not exceed $6,500 and will fit into a standard 20-foot shipping container for ease of transportation worldwide. We believe the final product of the proposed system will provide an economically sustainable model due to the fact that future water demand is predicted to increase while current resources are continuously depleted. The objectives can be summarized as follows:    Design a standalone off-the grid water purification system.    The target system capacity for phase I is 1000 liters per day, phase I.    Market and commercialize an optimized system for worldwide adoption, phase II   ",1008994,Invited Resubmit,8994-11,0017000001LSW9fAAH,a2C39000002zYtIEAU,01239000000Ap02AAC,The Lemelson Foundation
"Proving Sustainability: In-situ instrumented performance and usage monitoring of water provisioning, treatment and sanitation technologies",50000,"Proving Sustainability: In-situ instrumented performance and usage monitoring of water provisioning, treatment and sanitation technologies",Portland State University, ,2011-10-14,2011-10-17, , ,"Nearly a billion people in the world lack access to safe drinking water, two billion have inadequate sanitation facilities, three billion use biomass for their daily energy needs and nearly half the world s population live in rural isolation, lacking access to the most basic human services. Meanwhile, the majority of international development agencies are responsible for self-reporting project outcomes. At best, expert spot-checks are conducted in the field occasionally. These results tend to show individual project success, while meta-surveys indicate on-going challenges in the sector.       This disconnect may be addressed through independent data monitoring technologies that provide objective data on system performance and use and can be used to demonstrate success and identify project weaknesses.       The Portland State University SWEETSense  technology can provide objective, qualitative and continuous operational data on the usage and performance of programs across a range of sectors and communities. The data is then directly integrated into SWEETData , an internet database presenting summary statistics on performance and usage of the monitored technologies to front-end users.       The SWEETLab  is currently demonstrating this concept in water, sanitation, household energy and rural infrastructure programs with diverse partners including Mercy Corps, the Lemelson Foundation, Bridges to Prosperity, Manna Energy Limited and Vestergaard Frandsen, in several countries including Indonesia, Haiti, Guatemala and Rwanda. Funding is requested to expand the deployment of these sensors across water and sanitation programs in Indonesia, Kenya, Rwanda and Haiti with Mercy Corps, Vestergaard Frandsen and Manna Energy Limited.    ",1008996,Not Accepted,8996-11,0017000001LSVpUAAX,a2C39000002zYtIEAU,01239000000Ap02AAC,The Lemelson Foundation
Sensory Room Initiative/Cardinal Hayes Home for Children,10250,Sensory Room Initiative/Cardinal Hayes Home for Children,Pace University-New York, ,2011-10-14,2011-10-17, , ,"Our group at PACE University has a goal to improve the very lacking sensory room at Cardinal Hayes.  To do this, we would like to install a SMARTboard with a laptop.  With the SMARTboard, we would download a browser where we could personalize the bookmarks to the individuals' interests (for ex., educational websites, videos, interactive games, and art programs).  Additionally, we would like to supply the facility with an i-pad where individuals could build on their creativity with carefully selected applications.",1009001,Not Accepted,9001-11,0017000001LSVuEAAX,a2C39000002zYtIEAU,01239000000Ap02AAC,The Lemelson Foundation
