NAME,AMOUNT_REQUESTED__C,PROPOSAL_NAME_LONG_VERSION__C,APPLYING_INSTITUTION_NAME__C,AWARD_AMOUNT__C,DATE_CREATED__C,DATE_SUBMITTED__C,GRANT_PERIOD_END__C,GRANT_PERIOD_START__C,PROJECT_DESCRIPTION_PROPOSAL_ABSTRACT__C,ZENN_ID__C,STATUS__C,EXTERNAL_PROPOSAL_ID__C,APPLYING_INSTITUTION__C,PROGRAM_COHORT__C,RECORDTYPEID,PROPOSAL_FUNDER__C
Detection of Airborne Tuberculosis,50000,Detection of Airborne Tuberculosis,Johns Hopkins University, ,2006-10-19,2006-10-27, , ,"Abstract:   Tuberculosis (TB),a leading cause of pestilence, infects approximately two billion individuals worldwide.  TB is transmitted through the inhalation of aerosolized droplets of bacteria expelled by actively infected persons.  An airborne detector can be applied to epidemiological studies, utilized in military biodefense, and employed in the containment and termination of TB under the World Health Organization s program  Stop TB Strategy.   The best understood analytical detection method of TB is via the use of polymerase chain reaction (PCR).  A working prototype that collects and prepares TB for PCR has been successfully tested with Mycobacterium smegmatis and will be the backbone of this project.  Future models will utilize real-time PCR to rapidly determine the presence as well as approximate varying concentrations of TB in the air.  Future design construction to increase sensitivity and automation is currently in progress.      ",1003805,Not Accepted,3805-06,0017000001LSVtWAAX,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Greenproofing: Green Roofs for New York Public Schools,50000,Greenproofing: Green Roofs for New York Public Schools,The City College of New York, ,2006-10-19,2006-10-27, , ,"This social venture (not a for-profit business plan), which we call ""Greenproofing,"" is strategically situated at the intersection of two major societal trends: the environmental movement with the decentralization of education, that encourages schools to offer diverse fields of study and gives them leave to undertake substantial curricular innovation.  We will construct green roofs on school buildings, linking our environmental plan to science education curricula at different schools across the five boroughs.  This choice brings two benefits: the new generation are most receptive to making lifestyle and attitudinal shifts and, more importantly from the perspective of a planned business, there are more funding sources to support both environmental demonstration projects and efforts to improve science education particularly for disadvantaged youth from under-represented groups.  This group is based at The City College of New York in Harlem and will focus on underserved populations: both the college students who are our team members and the high schools.      We have a record of success with schools already as well as partnerships with other local environmental groups.  This group began with a grant from NOAA that has helped us do research on environmental projects such as green roofs.  The plan shows that we have identified and begun to tap funding resources (revenue for this non-profit venture), we already have substantial experience constructing and maintaining green roofs, we have created and tested a science curriculum based on students observing a school's green roof, and we have a large list of potential clients at other schools.   ",1003806,Final Review,3806-06, ,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
PhotoGenesis,49999,PhotoGenesis,Duke University, ,2006-10-20,2006-10-27, , ,"With over two million cases last year, neonatal jaundice is a common condition that could cause   brain damage or even death. These problems are especially tragic as the condition is easily treated by exposing the baby to light of a specific wavelength. But the cost of a phototherapy treatment unit, and especially the cost of replacing the relatively short-lived, specialized light bulbs, leave most hospitals in the developing world without the ability to treat jaundiced children.       Photogenesis is a low-cost phototherapy unit with long-life bulbs, battery backup and flexible, lowcost mounting options specifically aimed at the developing world market. Over the next year, PhotoGenesis will build a sustainable business selling low cost, reliable phototherapy units to nonprofits in the US and elsewhere; non-profits who are delivering containers of medical equipment to poor hospitals.",1003807,Not Accepted,3807-06,0017000001LSVnxAAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Sears Catalog House Revisited,49850,Sears Catalog House Revisited,Pennsylvania State University-Main Campus, ,2006-10-20,2006-10-30, , ,"The working poor can no longer afford quality/durable housing. To address this global need, it is proposed to design an energy efficient environmentally sound home using autoclaved aerated concrete (AAC) block/panel. AAC is a precast cellular masonry material made from Class F fly ash, Portland cement and lime. It can be assembled, cut and nailed much like wood using basic hand tools. It is insulating, fire and insect proof.    Designing an affordable and environmentally sound Sears type home using the principles of industrial ecology and green building design will be a task assigned to a team of undergraduate students. On site manufacturing at/near a coal burning power plant will be evaluated. A second group will evaluate designs-the best will be used to assemble parts/establish costs needed for a prototype house.  Significant economic gains will be realized by both producers and consumers of AAC products.  The business model is sound, sustainable, and exportable.    ",1003809,Final Review,3809-06,0017000001MBMSkAAP,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Engineering Sustainable Water Treatment Systems for Ugandan Communities,36156,Engineering Sustainable Water Treatment Systems for Ugandan Communities,Utah State University, ,2006-10-20,2006-10-26, , ,"This project will build on existing relationships between the USU Chapter of Engineers Without Borders (EWB-USU), the Ssejinja Children s Foundation, and Makerere University to design and build slow sand filters to treat drinking water at two orphanage schools in Uganda.  EWB-USU is currently working with these partners to install drinking water infrastructure (rainwater collection system, well, pumps, water tower) and this project will allow the next step of treatment of these new water sources.  A key component will be documentation of the design and construction processes, and preparation of training materials so that the local partners can subsequently install these systems at other locations.  The direct impact of this project will be improved health conditions for the children at the orphanages.  In a wider context, it will provide entrepreneurial opportunities for the Foundation and university to install these filters elsewhere, ultimately improving health for many people across the country.",1003810,Not Accepted,3810-06,0017000001LSVx5AAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
"Design, Prototype Building, and Commercialization of a Hybrid Human Powered Vehicle (HHPV)",41134,"Design, Prototype Building, and Commercialization of a Hybrid Human Powered Vehicle (HHPV)",San Jose State University, ,2006-10-20,2006-10-27, , ,"The proposal development of a new hybrid human powered vehicle (HHPV) involves the application of current technologies in human pedaling power and solar photovoltaic and electrically powered vehicles. This vehicle will have a cargo capacity of 100 pounds in addition to a driver and a passenger.  Its intended maximum speed is 35 mph with an operating range of approximately 40 miles on a full charge.  This vehicle will be pollution-free and ecologically sustainable for urban residents in the developing countries with booming economy such as China, India, and several other countries in Africa and South America.   It will also provide clean energy powered urban transportation for residents of this country for the daily work commuter, grocery-getter, errand-runner, small business deliveries, and shuttle services.  This unique concept of applying hybrid energy sources of human pedaling and solar energies in the HHPV will reduce the required number of batterires that is a major handicap of current electric vehicles.",1003811,Final Review,3811-06,0017000001LSVznAAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
"In search of clean and sustainable water for poor rural communities in Ghana- Involvement of academic institutions, science and technology",36197,"In search of clean and sustainable water for poor rural communities in Ghana- Involvement of academic institutions, science and technology",Duke University, ,2006-10-20,2006-10-24, , ,"This proposal seeks an award to build upon a recent collaborative initiative in research and education between Duke University and  Kwame Nkrumah University of Science and Technology (KNUST) involving faculty and students. We will explore the potential of utilizing such initiative to help search for and provide  clean and sustainable water for poor communities in Ghana. The proposed project has a potential of solving important environmental and health problems. The proposed project will provide three-dimensional maps depicting variations in aquifer thickness, depths to water table and aquifer, transmissivity, yield and resistivity of aquifers using geophysical techniques. These maps will be utilized in identifying and locating potential zones for future prospects of clean and sustainable  groundwater in communities without access to clean water, and will have positive impact on the health of locals who rely on few dirty and contaminated streams for water especially in dry seasons.",1003816,Final Review,3816-06,0017000001LSVnxAAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Sustainable Hazard-Resistant Construction Using Indigenous Materials and Practices,45796,Sustainable Hazard-Resistant Construction Using Indigenous Materials and Practices,University of Pittsburgh-Pittsburgh Campus, ,2006-10-20,2006-10-23, , ,"This proposal seeks to lay the foundation for long-term sustainable collaboration eventually involving many disciplines including policy development, economics and pedagogy. Successful collaboration will result in regular exchange of students and professionals. The described vision of local rural-based sustainable development will serve as a model for global engineering endeavors underlying global issues for North American students and focusing on the development of sustainable industry centered on bamboo construction for the Himalayan communities involved. The proposed activities will be focused toward developing demonstration projects highlighting the use of bamboo and bamboo-masonry structures designed for hazard resistance. Within the scope of this proposal, the research team will travel to the PAHAR Center in North-East India to establish the regional state of practice and to participate in a workshop whose aim is to establish formal collaboration and engage in initial technology transfer.",1003817,Not Accepted,3817-06,0017000001MBMT1AAP,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Sustainable Consumption Action Network (GOOD GUIDE),49399,Sustainable Consumption Action Network (GOOD GUIDE),University of California-Berkeley,44150,2006-10-22,2006-10-30,2008-03-01,2007-03-15,"The Sustainable Consumption Action Network (SCAN) will develop and test new mobile technologies to help connect people to the environmental, social, and health impacts of products and companies. Through the development and integration of new technologies for barcode scanning, mobile computing, data management, and information visualization, we aim to transform the information available to consumers and workers   people at both the top and bottom of global supply chains   regarding the environmental, social, and health impacts of products and companies. Specifically, SCAN will develop and test software and hardware that enables people to scan or enter a barcode (on a cell phone or on the web) and then to access information on the impacts of a product or company. The project will also develop and test a wiki-like information management system that will allow citizens in developing countries to access and contribute information on company conditions and practices.",1003819,Funded,3819-06,0017000001LSVsvAAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Green Roofs for Cooling and Heating: A Comprehensive Analysis in Different Climates,49980,Green Roofs for Cooling and Heating: A Comprehensive Analysis in Different Climates,California State Polytechnic University-Pomona, ,2006-10-23,2006-10-27, , ,"The insulating and water retention qualities of green roofs have been well demonstrated, but little has been done to determine their cooling and heating potential in buildings. This project will determine their cooling and heating potential when they are combined with passive systems. This potential will be determined by comparing test cells that simulate two types of green roof buildings with a control cell. This comparison will be done in four different climates: Cold, Hot-Humid, Hot-Dry, and Temperate. In our experiments, in the summer the space and the mass of the soil will be cooled by nocturnal ventilative cooling, while in the winter it will be heated by direct solar gain. Results will be expressed numerically in equations and graphically in the Building Bio-Climatic Chart (BBCC) and would permit to determine the applicability of green roofs for heating and cooling in different climates. By increasing the use of green roofs, communities will benefit in many ways including reductions in the heat island effect, improvements in air quality and reductions in water runoff. But, in addition to these benefits, buildings in many climates would need little energy to take advantage of the free cooling and heating from the environment reducing the consumption of non renewable energy and CO2 emissions to the atmosphere. Furthermore, the benefits are not only environmental; they are also social and economical. Variations of these systems could be built using local labor and resources, generating income for local entrepreneurs that stays in the community.",1003822,Final Review,3822-06,0017000001LSW19AAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
BME Design for Global Healthcare Technologies (WHITIA),48800,BME Design for Global Healthcare Technologies (WHITIA),Northwestern University,48800,2006-10-23,2006-10-27,2008-09-01,2007-01-01,"Healthcare in the developing world is a topic of global importance and of great interest to our students, and it is an area where biomedical engineering has much to contribute.  In our capstone senior design course and an associated study abroad agreement with the University of Cape Town we have built a vital undergraduate program in BME design for resource poor environments.  We plan to extend this program to create an MS degree program focused on design for the developing world.  With this proposal we request support for the program in two critical specific aims: 1) We will build a healthcare technologies management (HTM) framework and develop mechanisms for healthcare technology transfer, development, and implementation in resource-poor environments.  2) We will run a demonstration project within this framework to introduce low-cost digital radiography to the primary healthcare clinics of the Western Cape province of South Africa.",1003824,Funded,3824-06,0017000001LSVnNAAX,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Improving Drinking Water Quality for Rural Villages in Africa: A Pedagogy for Empowerment,50000,Improving Drinking Water Quality for Rural Villages in Africa: A Pedagogy for Empowerment,Hope College,40215,2006-10-23,2006-10-30,2008-12-01,2007-05-01,"This research seeks to develop an educational framework for training motivated entrepreneurs and NGOs in the effective construction, use and promotion of Manz Biosand Filters.  This existing point-of-use filtration technology has shown potential for improving drinking water quality in resource-scarce environments.  What is still needed, however, is a model for effective engagement in underdeveloped communities that will result in empowerment rather than reliance.  The technology required to address the issue of poor drinking water quality exists, but the means through which this technology can be transferred to communities in need is not well understood.  The result of this research will be a series of appropriate activities that impart the knowledge and skill required to initiate and sustain a drinking water project from within a community.",1003829,Funded,3829-06,0017000001LSWzSAAX,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
The Innovation Initiative for Social Entrpreneurship and the National Idea-to-Product (I2P) Competition for Social Entrepreneurship,49110,The Innovation Initiative for Social Entrpreneurship and the National Idea-to-Product (I2P) Competition for Social Entrepreneurship,Purdue University-Main Campus, ,2006-10-23,2006-10-27, , ,"The EPICS Entrepreneurship Initiative (EEI) was created in 2001 to enable Engineering Projects In Community Service (EPICS) teams to learn about entrepreneurship in the context of the innovative products and services that they create with their non-profit community partner.  All sixteen universities that have EPICS programs are eligible to participate in the EEI s activities, including its annual Idea-to-Product® Competition.      This proposal addresses the creation of a new program called The Innovation Initiative for Social Entrepreneurship.  It builds on the successful EEI model by reaching beyond the EPICS Program to include other service-learning programs.  The Initiative s goal is to provide realistic and compelling entrepreneurial educational experiences for university students in order to promote the development of solutions to critical problems facing society here in the United States and around the world.        The Innovation Initiative for Social Entrepreneurship will continue to place importance on the identification of the pain/problem, the project design, and the uniqueness and the marketability of the product or service the students have created. It will thus retain the I2P and e-team focus of the EEI while developing additional dimensions that include: (a) entrepreneurship education for graduate students as well as undergraduate students; (b) real entrepreneurship outcomes   by smoothing the pathway to disclosure, patenting, and commercialization; and (c) a global perspective   by the inclusion of products that benefit the developing world as well as local not-for-profit agencies.       The vision is to create a new model of university involvement in multidisciplinary social entrepreneurship.   ",1003830,Not Accepted,3830-06,0017000001MBMb3AAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Portable Hydrogen Fuel System from Alternate Energy Sources for Automobile Applications,46228,Portable Hydrogen Fuel System from Alternate Energy Sources for Automobile Applications,California Polytechnic State University-San Luis Obispo, ,2006-10-23,2006-10-27, , ,"Hydrogen is a great source of energy when available at a reasonable cost, when it can be used properly, and if it is available on demand. It is environmentally friendly, it is renewable, and it is available for production throughout the world. However, other sources of energy are required for its production. Alternate energy such as wind, solar, and wave are great sources of energy for this application, they are clean and environment-friendly. But they vary greatly in intensity throughout the day. Storing the energy in the form of electricity is also expensive and impractical. To encourage the use of hydrogen as fuel, we intend to design and prototype a portable distribution system for hydrogen in  bottle-like  containers with proper interface to enable ordinary users to burn hydrogen in a slightly modified internal combustion engine. We believe that alternate energy should be the source to produce hydrogen and bottle it. This will encourage entrepreneurial activities in wind energy production, in hydrogen production and bottling, and distribution, and in providing a clean and renewable energy source for automobiles and other internal combustion engine applications.",1003831,Final Review,3831-06,0017000001LSVoGAAX,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Post-use treatment of compostable plastic packaging to accelerate rates of biodegradation,50000,Post-use treatment of compostable plastic packaging to accelerate rates of biodegradation,University of Florida, ,2006-10-23,2006-10-27, , ,"With this project we propose to evaluate the potential to accelerate biodegradation of polylactic acid (PLA) plastic materials.  Currently, there is great interest in sustainable, bio-based packaging materials, and PLA is emerging as an early leader in this field.  While PLA proponents tout the material s ability to degrade under composting conditions, rates of degradation remain low as compared to commonly composted organic materials, potentially rendering PLA incompatible with commercial/municiple composting operations.  The purpose of this work is to evaluate electron beam irradiation as a pre-composting step to accelerate biodegradation of PLA.    Standard samples will be cut from PLA drinking cups.  Samples will be treated with 0 to 200 kGy with an electron beam.  Treated samples will be added to a standardized compost recipe and monitored over time for weight loss, tensile strength, molecular weight and general appearance.  Mathematical relationships will be developed to describe and predict composting behavior of PLA.   ",1003837,Final Review,3837-06,0017000001LSW91AAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Solutions Development Collaborative,50000,Solutions Development Collaborative,Colorado State University, ,2006-10-23,2006-10-27, , ,"The Solutions Development Collaborative expands on recent work among three partners: the Solar Electric Lighting Company (SELCO) in Bangalore, India; the Self-Employed Women s Association (SEWA) in Ahmedabad, India; and the Global Innovation Center for Energy, Environment, and Health (GIC)   Colorado State University s joint Engineering/Business program of sustainable technology and business development for base of pyramid opportunities.  The long-term objective of the SDC is to develop and disseminate technology solutions and sustainable business models that can improve the livelihood of workers in the informal sector of India.  Research shows that 92% of workers (96% of women workers) in India work in the unorganized informal sector.  Key elements of the proposed SDC program involve identification of market needs by SELCO and SEWA and their clients, co-development of solutions by students at the GIC, production of the solutions by in-country manufacturing partners, sales/distribution by SELCO, and financing by SEWA.  This long-term partnership will serve SELCO s and SEWA s needs for technology development and provides training in sustainable entrepreneurship for GIC students.  Already, an initial backlog of needs has been identified by SELCO and SEWA, including small-scale electricity generation from biomass, solar crop drying, and small-scale production equipment which are suitable for student projects.  Products from the SDC are expected to enhance income and reduce drudgery for clients of SELCO and SEWA.  Both organizations are unsubsidized; their continuing operation relies on payment for products and repayment of loans.  The same approach is used to ensure the self-sustaining dissemination of products from the SDC.",1003838,Invited Resubmit,3838-06,0017000001LSVvwAAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Kosovo Coal Futures,47141,Kosovo Coal Futures,Rochester Institute of Technology, ,2006-10-24,2006-10-27, , ,"The Kosovo Coal Futures (KCF) is an international project which builds on the current collaborative partnership between the Rochester Institute of Technology (RIT) and the American University in Kosovo (AUK). The primary goal of the project is to integrate existing RIT courses in innovation and invention into the AUK curriculum in entrepreneurship.  The project will simultaneously address two of Kosovo s main economic and social issues, the large unemployed youth population and the underdeveloped state of Kosovo s vast energy resources. This will be done by engaging faculty and student teams from AUK and RIT in the innovation and invention courses. Interaction among students will begin with RIT students traveling to Pristina, Kosovo followed by web-based course interaction throughout the year and culminating with AUK student travel to Rochester, New York. The current coursework will be modified to focus on solving the challenges associated with developing the immense potential of Kosovo s lignite coal reserves.",1003844,Not Accepted,3844-06,0017000001LSVoRAAX,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
"Exploring Developement Opportunities Enabled by Automated Question Answering, Geo-Spatial Information Management and Low Cost Computing and Comunication Technology",49455,"Exploring Developement Opportunities Enabled by Automated Question Answering, Geo-Spatial Information Management and Low Cost Computing and Comunication Technology",University of Massachusetts Amherst, ,2006-10-24,2006-10-27, , ,"Information has tremendous potential to enhance the lives of a wide variety of people living in poverty.  However, information needs to be relevant and delivery mechanisms must be both efficient and able to deal with infrastructure challenges in the developing world. This project focuses on concretely addressing these issues, with an emphasis on small rural farmers in India through the following activities: (1) Further system development merging attributes of the almost All QUestions Answered (aAqua) system and a 'bus' based data delivery system deployed in India with the WikiGIS system developed at the University of Massachusetts, Amherst. (2) Further development of our technology for using cell phones as low cost alternatives to personal computers. (3) Support for our team and associates to meet at a workshop focused on evaluating these projects and further identification of other scenarios where these technologies can improve the quality of life for those living in poverty.",1003847,Not Accepted,3847-06,0017000001LSVoDAAX,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Rensselaer and Grupo de Apoyo at Sector Rural for a Sustainable Peru,50000,Rensselaer and Grupo de Apoyo at Sector Rural for a Sustainable Peru,Rensselaer Polytechnic Institute,45195,2006-10-24,2006-10-27,2009-09-30,2007-04-01,"Rensselaer Polytechnic Institute proposes a collaborative project with Grupo de Apoyo al Sector Rural, at the Pontificia Universidad Catolica del Peru, to create and build systems for sustainable sources of energy, clean water or air for the rural population in Peru using interdisciplinary student design teams. The needs will be identified by Grupo and studied by a faculty student team from Rensselaer after visiting the target population during the summer term. The solutions must be sustainable, environmentally responsible, and, ideally, will provide a sustainable source of income for these populations. Students will be selected from the student chapters of Engineers for a Sustainable World and the Society of Hispanic Professional Engineers at Rensselaer. The products and/or systems will be designed through an existing course, Introduction Engineering Design, and an independent study course focused on the projects. Solutions will be field tested in Peru during the following summer, along with accompanying education of the rural community members to ensure sustainability of the project.",1003851,Funded,3851-06,0017000001LSW81AAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Mobile Renewable Energy Education Lab,50000,Mobile Renewable Energy Education Lab,"University of Maryland, College Park", ,2006-10-24,2006-10-27, , ,"Awareness of alternative energy sources like biodiesel is critical for our children and young adults if our society is to make wise energy choices in the coming years.      Biodiesel University is a mobile renewable energy education lab that will educate visitors on the topics of alternative energy sources, environmental stewardship, and the societal and environmental costs of our national petroleum addiction. Housed in a highly-modified school bus, it will tour schools, universities, farms and public events delivering dynamic curricula via its hands-on biofuels feedstock museum, a fleet-scale biodiesel production facility, and exciting biodiesel application demonstrations.      Biodiesel University is built on a hybrid non-profit/for-profit/academic collaboration model designed to maximize the triple bottom line (People, Planet, Profit). This self-sustainable model provides a) students with experiential learning opportunities in social entrepreneurship, business, engineering, education, journalism, film and other areas; b) communities with renewable energy education, reduced air pollution, and improved public health; c) the non-profit mobile lab with revenue with which to pursue its mission and d) the for-profit biodiesel producer with customers.       The following items will elucidate the project further:     CNN TV (http://strmctr.wmod.llnwd.net/a215/o2/0/Friends/CNN.wmv)     Maryland Public Television (https://www.rhsmith.umd.edu/news/rss/podcast/library/2006/video/sbcu.goodman.html)   ",1003857,Not Accepted,3857-06, ,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Appropriate Technology for Developing Countries,50000,Appropriate Technology for Developing Countries,University of Dayton, ,2006-10-24,2006-10-30, , ,"The University of Dayton (UD) Engineers in Technical Humanitarian Opportunities for Service-Learning (ETHOS), in collaboration with UD s School of Business and Design Clinic,  a near by medical school, Grupo Fenix (Nicaragua) and the local Nicaraguan community proposes an 18 month project to research and develop a solar medical device sanitizer (autoclave) that can be used in rural areas of Nicaragua.  Engineering and business students will work in a variety of capacities with the local community and Grupo Fenix in Nicaragua to develop the device. Once developed, the engineering and business students will continue to work with the community and Grupo Fenix to establish a micro business for the manufacture and distribution of the device.  Although this project will address a particular technical need, the infrastructure and unique partnerships that will be built and optimized through its facilitation will serve as a model for other projects and programs that will be shared within the University of Dayton and to other universities",1003859,Not Accepted,3859-06,0017000001LSVuCAAX,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Water Efficient Appliance Technology Development,49980,Water Efficient Appliance Technology Development,Arizona State University at the Tempe Campus, ,2006-10-24,2006-10-27, , ,"Title:        Water Efficient Appliance Technology Development, Arizona State University         PI:       John H. Takamura Jr.   Tel: (480) 965-7171, Mobile: (480) 326-7619, Fax: (480) 965-9656, Arizona State University, College of Design P.O Box 872105, Tempe, AZ 85287-2105         Abstract      The Flo toilet is a product of a transdisciplinary design process that brought together graduate students and faculty of the Industrial Design department in the College of Design at Arizona State University. This project was undertaken to address the challenge of designing a transgenerational toilet that is sustainable and socially conscious. The final product illustrates the benefits of collaboration and rigorous research. The project represents the collaborative transdisciplinary efforts in industrial design and engineering towards the development of an inventive water efficient appliance technology and its application.      This project proposes the prototyping of exploratory designs for water efficient toilet tanks using patent pending technology and design based on the Flo toilet system.  This work will be done as a collaborative effort between faculty and graduate students of Arizona State University and faculty of the University of Arizona.      The ultimate goal of this project will be to develop a new and inventive way to manage the flow and usage of water in a toilet tank in a more sustainable and efficient manner.  The proposed results will be transferable technology and design that could eventually be applied to existing toilet products.   ",1003861,Not Accepted,3861-06, ,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Using Innovative Media Technologies to Propagate Implementation of Solar Technology for Agro-Industry,50000,Using Innovative Media Technologies to Propagate Implementation of Solar Technology for Agro-Industry,University of Central Florida, ,2006-10-25,2006-10-27, , ,"The goal of the project proposed here is to make effective and innovative use of interactive electronic media to propagate understanding and implementation of new inventions, innovations and technologies that demonstrably further sustainable development in emerging regions of the world. This will be accomplished using the combined technical strengths of the University of Central Florida s School of Electrical Engineering & Computer Science and its affiliated Media Convergence Laboratory, along with the experience in sustainable development and education of our partnering NGO, the 1420 Foundation for Sustainable Development Education. Our central premise is that the sharing of new inventions, innovations and knowledge is crucial to the development of a sustainable world, and that this sharing can most effectively be accomplished through the creation of an interactive web portal that helps to inform, teach and disseminate information and tools that advance these goals. Interactive electronic media technology, effectively networked with learning institutions and communities, will provide world-wide access to new knowledge, and engage international students and teachers in assisting in the assessment and adoption of technologies and inventions, as appropriate to their local context, thus simultaneously supporting student learning and international sustainable development. We will test the effectiveness of this portal by using it in a 1420 Foundation-led consortium effort to introduce new economically feasible, environmentally friendly technology to teachers and students in Central America.",1003865,Not Accepted,3865-06,0017000001LSVpyAAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Establishing a Framework for a Technology Innovation and Commercialization Incubator,50000,Establishing a Framework for a Technology Innovation and Commercialization Incubator,Colorado State University - Pueblo, ,2006-10-25,2006-10-26, , ,"This proposed work will utilize the existing relationship between Colorado State University   Pueblo and iCAST (International Center for Appropriate and Sustainable Technology) to create a successful work process that integrates student and faculty teams from the Engineering, Science and Business Schools at CSU-P with industry, government, non-government and community partners to develop and deploy appropriate and sustainable technologies (AST) that provide sustainable development for underserved communities in southern Colorado and developing communities worldwide.  This program team will utilize a technology that is ready for commercialization, to produce fuel from fly ash and biomass waste, as a pilot project to validate its recommendation.  If successful, the model established at CSU-P will have global replicability at universities and the technologies it promotes will provide economic, environmental and social benefits to developing communities worldwide.  This proposal lays the framework for a  Technology Innovation and Commercialization Incubator  at CSU-P.",1003867,Not Accepted,3867-06,0017000001LSW1CAAX,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
"Sustainable Development Fostering Human Development in Hue Province, Vietnam: The Thanh Tra Polemo Project",50000,"Sustainable Development Fostering Human Development in Hue Province, Vietnam: The Thanh Tra Polemo Project",Colorado State University, ,2006-10-25,2006-10-27, , ,"Vietnam is primarily an agricultural based economy although there have been great shifts and changes toward a service and technological based economy due to globalization. Small farmers such as those in the Huong Van Commune in Hue, Vietnam are at a disadvantage over the large farms due to their limited knowledge, understanding, and strategies about sustainable agriculture and development, and how to interact effectively with the regional, national, or even global supply chains. The overarching goal of this project is to achieve sustainable community-based development by connecting the people of the Huong Van Commune,with Colorado State University through education, training, consulting, and networking with other organizations. This project is based on the Village Earth model proposed by Dr. Albertson which argues that lack of access to resources is the primary obstacle to reducing poverty and building a better life, and is based on the principles of community-participatory research and engagement. The team is interdisciplinary and multidisciplinary and includes representatives from Human Development, Civil Engineering, Business, and Agriculture. Five objectives are proposed for the 18 month project including: 1) Increasing the knowledge and skills of sustainable agriculture technology and market principles for the villagers; 2) Engaging the villagers in a collaborative, community-based exchange about development issues; 3) planting and using agriculture technology to increase sustainability of the polemo fruit tree; 4) Building self-sustainability and market potential for the villagers; and 5) Building and fostering a collaborative, educational exchange between faculty and students at CSU and the villagers of Hue Province.",1003869,Final Review,3869-06,0017000001LSVvwAAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
"Eco-Casa: A New Housing Approach for Nogales, Sonora, Mexico",49781,"Eco-Casa: A New Housing Approach for Nogales, Sonora, Mexico",University of Arizona, ,2006-10-25,2006-10-27, , ,"The Eco-Casa project brings together proven technologies for home construction, solar cooking and heating, efficient wood combustion, composting toilets, and water harvesting that use locally-available materials, require fewer raw materials and less energy, and are less expensive than conventional approaches. Through a series of hands-on design, planning, and construction workshops, the Eco-Casa project will engage residents and leaders of a Nogales neighborhood (colonia) with faculty and students from the Instituto Tecnológico de Nogales and the University of Arizona and business leaders from the Asociación de Profesionales en Seguridad y Ambiente (APSA; the Association of Professionals in Safety and Environment) in Nogales, Sonora in a process that will result in a prototype housing structure that is thermally efficient, appropriate to Nogales, low cost, safe, and secure.",1003872,Invited Resubmit,3872-06,0017000001LSW1PAAX,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Empowering Malawians with Disabilities,50000,Empowering Malawians with Disabilities,Arizona State University at the Tempe Campus, ,2006-10-25,2006-11-01, , ,"A grass roots engineering humanity international partnership has recently been formed between the people of Malawi, Africa with disabilities that severely restrict their quality of life and productivity and a multidisciplinary Malawian Rehabilitation Engineering Empowerment Team housed out of the Harrington Department of Bioengineering and the Fulton School of Engineering at Arizona State University Tempe. The international team is comprised of a Malawi native, McDonald Garisyeje, who serves as the coordinator for a group of disabled Malawians and a US-based rehabilitation engineering design and development team based in Tempe, Arizona. The US team is comprised of a student-led, rehab design team of senior biomedical engineering design students and a multidisciplinary group of bioengineering, science education and business student mentors. This includes four rehabilitation engineering faculty educators, a rehab engineering PhD graduate student, a medical device product design and development faculty educator, a technology entrepreneur expert, and a K-12 science and outreach educator who has nurtured the Malawi partnership through previous humanitarian visits to Africa. The proposed work plan lays out the groundwork to build a long-term, sustainable rehabilitation technology strategy that is aimed at empowering native Malawians with disabilities.",1003873,Not Accepted,3873-06, ,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
